ServiceType,TypedStrings,AcceptString
hotel,['شاهرود'],شاهرود
flight,['شهید صدوقی'],شهید صدوقی
flight,['شهید هاشمی نژاد'],شهید هاشمی نژاد
flight,"['', 'ا', 'اه']",اهواز
bus,['مشهد'],مشهد
train,[''],مشهد
hotel,['نیشابور'],نیشابور
bus,['نیشابور'],نیشابور
bus,[''],تبریز
train,[''],مشهد
flight,[''],اهواز
bus,"['', 'ک']",کازرون
bus,"['', 'ت', 'تو', 'توی', 'تویس', 'تویسر', 'تویسرک', 'تویسرکا', 'تویسرکان']",تویسرکان
bus,['تهران'],تهران
train,"['مشهد', '', '', 'مشهد', '', '', 'م', 'مشه', 'مشهد', '', 'ج', 'جوی', 'جوین']",جوین
bus,"['ش', 'شی', 'شیر']",شیراز
flight,"['', 'ج', 'جاسک']",جاسک
flight,"['', '', '', 'ت', 'تب']",تبریز
bus,"['', 'ک', 'کرج']",کرج
train,"['ک', 'کر', 'کرم']",کرمان
train,[''],مشهد
flight,[''],مشهد
bus,['ق'],قم
train,"['', '', '', '', '']",تهران
train,[''],سمنان
bus,"['', 'ک', 'کر', 'کرم', 'کرما', 'کرمان']",کرمان
flight,[''],ساری
flight,[''],کیش
bus,[''],شهرکرد
train,"['', 'رشت ', 'رشت']",رشت
flight,"['ق', 'قش']",قشم
bus,[''],تهران
flight,"['', '']",بندرعباس
flight,[''],مشهد
train,"['', '', '', '', '', '', '', '', '', '']",مشهد
flight,[''],تهران
bus,"['', 'بروجر', 'بروجرد']",بروجرد
flight,"['', 'شی', 'شیراز']",شیراز
flight,"['', 'ت', 'تع', 'تعر', 'تعرا', 'تعران', 'تعرا', 'تعر', 'تع', 'ت', 'تخ', 'ت']",تبریز
train,"['مشهد', '', '', '', '', '', 'ج', 'جوی', 'جوین']",جوین
hotel,['اهواز'],اهواز
flight,"['ب', 'بن', 'بند', 'بندر']",بندرعباس
bus,"['ی', 'یز', 'یزد']",یزد
flight,[''],تهران
bus,"['مشه', 'مشهد']",مشهد
train,['ي'],یزد
flight,[''],بوداپست
bus,"['', 'م', 'مل', 'ملا', 'ملای', 'ملایر']",ملایر
hotel,['رشت'],رشت
train,"['ا', 'اه', 'اهو', 'اهوا', 'اهواز']",اهواز
train,[''],تهران
train,[''],رشت
train,"['', '', '']",تهران
flight,"['', 'ب', 'بند']",بندرعباس
bus,['کرمان'],کرمان
hotel,['کرمان'],کرمان
bus,[''],شیراز
bus,"['', 'ک', 'کر', 'کرم', 'کرما', 'کرمان']",کرمان
bus,['قم'],قم
flight,"['ق', 'قا', 'قاه', 'قاهر']",قاهره
bus,"['o', '', 'خ', 'خو']",خوی
taxi,['تهران'],تهران
hotel,['قم'],قم
bus,"['', 'لار']",لار
bus,"['ب', 'با', 'باب', 'بابل']",بابلسر
bus,['مشهد'],مشهد
flight,[''],تهران
taxi,['تنکابن'],تنکابن
bus,['اصفهان'],اصفهان
hotel,['تنکابن'],تنکابن
train,[''],تهران
bus,['سبزوار'],سبزوار
hotel,['سبزوار'],سبزوار
bus,"['', 'ق', 'قم']",قم
bus,['مشهد'],مشهد
flight,"['', 'د', 'دس', 'دسل', 'دسلد', 'دسلدپ', 'دسلد', 'دسلدو', 'دسلدور', 'دسلدورف', 'دسلدور', 'دسلدو', 'دسلد', 'دسل', 'دس', 'د', 'دو', 'دوس']",دوسلدورف
bus,"['', 'ق', 'قم']",قم
bus,[''],قم
train,[''],اصفهان
bus,['عس'],عسلویه
train,"['', '', '']",اصفهان
bus,['قم'],قم
taxi,['قم'],قم
bus,[''],تهران
bus,['شیراز'],شیراز
train,"['', 'بن', 'بنن', 'بن']",بندرعباس
train,[''],تهران
hotel,['اندیمشک'],اندیمشک
bus,['تهران'],تهران
train,[''],مشهد
train,[''],مشهد
train,[''],قم
bus,"['', 'اهه', 'اههو', 'اهه', 'اه', 'اهو']",اهواز - همه پایانه‌ها
train,[''],یزد
bus,[''],اصفهان
bus,"['', 'ق', 'قم']",قم
bus,[''],اصفهان
bus,[''],عسلویه
bus,"['', 'ا', 'اب', 'ابه']",ابهر
flight,"['', 'شیراز']",شیراز
taxi,['تهران'],تهران
hotel,['تهران'],تهران
train,[''],تهران
train,"['', 'ه', 'هم']",همدان
train,"['', '', '', 'قم']",قم
train,"['', 'نقاب ', 'نقاب']",نقاب
bus,[''],نجف آباد
flight,"['ک', 'کی']",کیش
flight,"['', 'ا', 'اص', 'اصف']",اصفهان
flight,"['', 'جل', '', 'اس', 'اسک', '', 'ج', 'جا', 'جاس']",جاسک
bus,['اندیمشک'],اندیمشک
hotel,['اندیمشک'],اندیمشک
bus,['مشهد'],مشهد
train,[''],تهران
train,[''],شاهرود
flight,"['', 'تهران', 'تهرانی', 'تهرانیا', 'تهرانیاس', 'تهرانیا', 'تهرانی', 'تهران', 'تهرا', 'تهر', 'ته', 'ت', '', 'ی', 'یا', 'یاس', 'یاسو', 'یاسوس', 'یاسو', 'یاس', 'یا']",یاسوج
bus,"['', 'دزف', 'دزفول']",دزفول
bus,['مشهد'],مشهد
train,[''],قم
train,[''],تهران
bus,[''],تهران
train,"['د', 'دو', 'دور', 'دورو']",دورود
bus,[''],نجف آباد
train,"['', 'سی', 'سیر']",سیرجان
bus,"['', 'ق', 'قم']",قم
flight,"['ش', 'شی', 'شیر', 'شیرا']",شیراز
flight,[''],شیراز
flight,[''],تهران
bus,"['', 'گ', 'گر']",گرگان
bus,"['م', 'مح', 'محل', 'محلا', 'محلات', 'محلا', 'محل', 'مح', 'م', '', 'ق', 'قم']",قم
flight,"['کی', 'کیش']",کیش
flight,[''],تهران
train,[''],مشهد
train,[''],مشهد
train,"['د', 'دو', 'دور', 'دورو', 'دورود']",دورود
bus,"['', '', 'ك', 'كر', 'كرم', 'كرما', 'كرمان']",کرمان
bus,[''],قم
bus,"['ت', 'تب', 'تبر', 'تبری', 'تبریز']",تبریز
train,"['', 'ا', 'ار', 'ارا']",اراک
bus,"['ر', 'رش', 'رشت']",رشت
train,[''],بندرعباس
train,[''],تهران
bus,[''],اصفهان
taxi,['تهران'],تهران
hotel,['کرج'],کرج
train,"['مشهد', '']",بندرعباس
bus,"['', 'م', 'مح', 'م', '', 'ا', 'ار', 'ارا', 'ار', 'ا', '', '', '', 'ب', 'بر', 'برو']",بروجرد
hotel,['مراغه'],مراغه
bus,['مراغه'],مراغه
bus,[''],اصفهان
bus,[''],یزد
train,"['ا', 'اب', 'ابی', 'ابیک']",آبیک
bus,"['', '', '']",سیرجان
bus,"['', 'ر', 'رش', 'رشت']",رشت
hotel,['گرگان'],گرگان
hotel,['ارومیه'],ارومیه
bus,[''],بروجرد
bus,"['', 'ی', 'یز', 'ی', '', 'ا', 'ار', 'ا', '', 'ی']",یزد
train,"['بندرعباس', 'بندرعبا', 'بندرعب', 'بندرع', 'بندر', 'بند', 'بن', 'ب', '', 'ت', 'تب', 'تبری', 'تبریز']",تبریز
bus,"['', 'ا', 'ار']",اراک
taxi,['اصفهان'],اصفهان
bus,[''],تبریز
bus,[''],شهرضا
bus,[''],اصفهان
flight,[''],تهران
flight,[''],اهواز
train,"['', 'همدان ', 'همدان']",همدان
hotel,['قم'],قم
bus,[''],اصفهان
train,"['', 'مشهد']",مشهد
bus,[''],اصفهان
train,"['س', 'سم']",سمنان
flight,"['اص', 'اصف', 'اصفه', 'اصفها', 'اصفهان']",اصفهان
bus,['اصفهان'],اصفهان
train,"['م', 'مش']",مشهد
flight,"['کو', 'کوی', 'کویت']",کویت
bus,"['د', 'دز']",دزفول
flight,"['ي', '', 'ی']",یزد
flight,[''],نجف
flight,[''],تهران
bus,[''],بندرعباس
train,[''],قم
bus,[''],تهران
train,"['', 'نقاب ', 'نقاب']",نقاب
bus,"['', '', '']",خمین
hotel,['تهران'],تهران
train,[''],بندرعباس
flight,"['', 'ب', 'بغ']",بغداد
hotel,['سبزوار'],سبزوار
flight,"['', 'م', 'مل', 'ملب', 'ملبو', 'ملبور', 'ملبورن']",ملبورن
train,"['', 'ک', 'کر', 'کرج']",کرج
train,"['', 'نیشابور ', 'نیشابور']",نیشابور
train,"['', 'م', 'مش', 'مشه', 'مشهئ', 'مشه']",مشهد
flight,[''],تهران
bus,[''],اصفهان
train,[''],تهران
flight,[''],کیش
flight,[''],تهران
flight,[''],تهران
bus,"['ش', 'شه', 'شهر', 'شهرک']",شهرکرد
taxi,"['گ', 'گر', 'گرم', 'گرمس', 'گرمسا', 'گرمسار', 'گرمسا', 'گرمس', 'گرم', 'گر', 'گ', '', 'س', 'سم', 'سمن', 'سمنا', 'سمنان']",سمنان
bus,"['مم', 'م', 'ماه', 'ماهش']",ماهشهر
taxi,['اصفهان'],اصفهان
hotel,['اصفهان'],اصفهان
train,[''],تبریز
bus,['عس'],عسلويه
train,[''],مشهد
train,[''],یزد
flight,"['لرد', 'لردگ', 'لردگل', 'لردگ', 'لردگا', 'لردگان', 'لردگا', 'لردگ', 'لر', 'ل', '', 'ته', 'تهران']",تهران
taxi,['شهرکرد'],شهرکرد
hotel,['شهرکرد'],شهرکرد
flight,"['ج', 'جنو', 'جنوبگ', 'جنوبگان ', '', 'آم', 'آ', '', 'با', 'باکو', 'ب', '', 'آذر', 'آذربایجان ', 'آذربایجان', 'آذربایجا', '', 'ن', 'نخ', 'ن', '', '', 'ج', 'جنو', 'جنوب', 'جنوبگ', 'جنوبگان ']",شهر TNM
train,['ت'],تبریز
train,"['', 'م', 'مش', 'مشخ', 'مش', 'مشه', 'مشهد']",مشهد
hotel,['تبریز'],تبریز
bus,['تبریز'],تبریز
bus,['تهران'],تهران
flight,[''],اهواز
bus,[''],بیرجند
bus,[''],تهران
bus,[''],تبریز
bus,[''],تهران
bus,[''],اهواز
bus,['ساری'],ساری
flight,[''],تهران
hotel,['قم'],قم
bus,"['ارد', 'اردبی', 'اردبیل']",اردبیل
hotel,"['', '', '', '', '']",قشم
bus,"['', 'ت']",تهران
train,[''],تهران
bus,[''],بابلسر
train,['ته'],تهران
bus,['مشهد'],مشهد
bus,[''],اصفهان
flight,"['', 'ب', 'بن', 'بند', 'بندر', 'بندرع', 'بندرعب', 'بندرعبا']",بندرعباس
bus,[''],یزد
train,[''],تبریز
train,[''],تهران
train,[''],تهران
flight,"['', '', '']",تبریز
flight,"['', '']",تهران
train,"['', 'اصفهان ', 'اصفهان']",اصفهان
train,"['', 'م', 'مر']",مراغه
flight,[''],شیراز
bus,[''],بابلسر
bus,"['ی', 'یز', 'یزد', '']",یزد
train,"['', 'مشهد ', 'مشهد']",مشهد
flight,"['', 'ت']",تهران
train,"['تهران', 'تهرا', 'تهر', 'ته', 'ت', '', 'ت', 'تبری', 'تبریز']",تبریز
flight,"['', 'ب', 'بن', 'بند', 'بندر']",بندرعباس
flight,[''],شیراز
bus,"['ن', 'نا', 'نائ', 'نائی', 'نائین', '', 'ن', 'نا']",نائین
hotel,"['ا', 'ار', 'ارد', 'اردب', 'اردبی', 'اردبیل']",اردبیل
flight,['شهید هاشمی نژاد'],تهران
flight,['مهرآباد'],مشهد
train,"['', 'د', '', 'ا', 'اه', 'اهو', 'اهوا']",اهواز
flight,"['', '']",بغداد
train,[''],تهران
ship,[''],دبی
flight,[''],مشهد
flight,"['', '', '']",نجف
flight,[''],مشهد
train,"['ک', 'کر', 'کرم', 'کرما', 'کرمان']",کرمانشاه
train,[''],قزوین
train,[''],اهواز
bus,['مشهد'],مشهد
ship,[''],بندر لافت
flight,[''],یزد
train,"['', 'نقاب ', 'نقاب']",نقاب
flight,"['', '']",بغداد
train,"['ا', 'اه', 'اهواز', 'اهواز ', '', 'ا', 'اه']",اهواز
bus,"['', 'ت', 'ته', 'تهر', 'تهرا', 'تهران']",تهران
bus,[''],تهران
taxi,"['ق', 'قم']",قم
flight,"['ا', 'اه']",اهواز
hotel,['سبزوار'],سبزوار
bus,"['', 'ا', 'ار', 'ارا']",اراک
flight,"['ت', 'ته', 'تهر', 'تهرا']",تهران
flight,[''],تهران
train,"['ش', 'شو']",شوش
train,['ق'],قم
hotel,['بندرعباس'],بندرعباس
bus,['بندرعباس'],بندرعباس
flight,"['', '']",تهران
hotel,['اردبیل'],اردبیل
flight,['بوشه'],بوشهر
train,"['', 'نیشابور ', 'نیشابور']",نیشابور
hotel,['نیشابور'],نیشابور
bus,"['', 'ت', 'تر', 'ت', 'ته', 'تهر', 'تهرا']",تهران
train,"['', 'قر', 'قرگ', 'ق', 'قژ', 'ق', 'قز']",قزوین
bus,['مراغه'],مراغه
hotel,['مراغه'],مراغه
bus,"['خ', 'خر', 'خرم']",خرم آباد
bus,"['ر', 'رش', 'رشت']",رشت
bus,['شوش'],شوش
bus,"['ن', 'نه', 'ن', '', 'ت', 'ته']",تهران
hotel,"['ا', 'ار', 'ارد', 'اردب', 'اردبی', 'اردبیل']",اردبیل
bus,['سق'],سقز
train,"['', 'شاهرود ', 'شاهرود']",شاهرود
flight,['قبرس'],ارجان
hotel,['شاهرود'],شاهرود
bus,['قم'],قم
flight,"['A', 'Ank', 'Anka', 'Ankar', 'Ankara']",آنکارا
bus,[''],شیراز
train,[''],میانه
flight,[''],تهران
bus,['اهواز'],اهواز
hotel,['اهواز'],اهواز
flight,[''],آبادان
hotel,"['ا', 'ار', 'ارد', 'اردب', 'اردبی', 'اردبیل']",آپارتمان حسین اردبیل
bus,"['', 'ا', 'اه']",اهواز
flight,"['', '']",مشهد
taxi,['بابلسر'],بابلسر
hotel,['بابلسر'],بابلسر
bus,[''],بابلسر
flight,[''],کیش
bus,['تهران'],تهران
taxi,['تهران'],تهران
bus,[''],تهران
bus,"['شاهرود', '', 'سبزوار ', 'سبزوار']",سبزوار
bus,"['چ', 'چا', 'چال', 'چالو']",چالوس
flight,[''],تهران
bus,['مشهد'],مشهد
bus,['بندرعباس'],بندرعباس
hotel,['بندرعباس'],بندرعباس
hotel,['کرمان'],کرمان
bus,[''],اصفهان
bus,['کرمان'],کرمان
hotel,['آبادان'],آبادان
bus,"['س', 'سی']",سیرجان
flight,['مهرآباد'],مهرآباد
flight,['شهدای پرواز ۶۵۵ هما'],شهدای پرواز ۶۵۵ هما
bus,[''],تهران
bus,"['', '', '']",سیرجان
bus,['اصفهان'],اصفهان
hotel,"['', 'سی', 'سیم', 'سیمر', 'سیمرغ', 'سیمرغ ', 'سیمرغ ک', 'سیمرغ کی', 'سیمرغ کیش', 'سیمرغ کی', 'سیمرغ ک', 'سیمرغ ', 'سیمرغ', 'سیمر', 'سیم', 'سی', 'س', '']",کیش
hotel,['ک'],کیش
hotel,['سیرجان'],سیرجان
hotel,"['کیش', 'کیش ', 'کیش سی', 'کیش سیم', 'کیش سیمر', 'کیش سیمرغ', 'کیش سیمر', 'کیش سیم', 'کیش سی', 'کیش س', 'کیش ']",کیش
bus,[''],تهران
flight,"['', 'ش', 'شی', 'شیر', 'شیرا']",شیراز
bus,['ساری'],ساری
bus,"['ش', 'شی', 'شیر', 'شیرا', 'شیراز']",شیراز
bus,[''],اصفهان
bus,['مشهد'],مشهد
bus,[''],شیراز
bus,[''],بهبهان
train,"['', 'V', '', 'ر', 'رش']",رشت
train,"['د', 'دو']",دورود
bus,[''],کرمان
bus,['قم'],قم
bus,"['', 'ه', 'هک', 'هکد', 'هکدا', 'هکد', 'هک', 'ه', 'هم', 'همد', 'همدا']",همدان
train,[''],تهران
flight,"['م', 'مش', 'مشه', 'مشهد']",مشهد
train,[''],تهران
train,[''],شهرضا
taxi,['تهران'],تهران
flight,[''],ارفورت
flight,[''],تهران
hotel,['بندرعباس'],بندرعباس
bus,['بندرعباس'],بندرعباس
bus,"['', 'یز', 'یزد ', 'یزد']",یزد
flight,"['ه', 'هر', 'هرا', 'هرات']",هرات
bus,"['', '', '']",کرمان
flight,"['', 'س', 'سن', 'سنن']",سنندج
bus,"['', 'v', '', 'ر', 'رش']",رشت
bus,"['', '', '', '']",تهران
bus,[''],تهران
flight,"['تب', 'تبر']",تبریز
taxi,"['آ', 'آم', 'آمل']",آمل
flight,"['', 'ک', 'کا', 'کاب', 'کابل']",کابل
bus,"['', '', '', 'ع', 'عب', 'عبا']",عباس آباد
bus,"['ا', 'اص', 'اصف', 'اصفه', 'اصفها', 'اصفهان', '']",اصفهان
bus,[''],تهران
flight,[''],ماهشهر
hotel,['عباس آباد'],عباس آباد
flight,['ساری'],ساری
flight,[''],تهران
flight,['کیش'],کیش
taxi,['ساری'],ساری
hotel,['ساری'],ساری
flight,"['ب', 'بن', 'بند', 'بندر']",بندرعباس
flight,[''],تهران
flight,"['ج', 'جا', 'جاس', 'جاسک']",جاسک
flight,"['ش', 'شی', 'شیر', 'شیرا', 'شیراز']",شیراز
bus,['خرمشهر'],خرمشهر
bus,[''],نائین
flight,"['ت', 'تب', 'تبر', 'تبری', 'تبریز']",تبریز
train,[''],شیراز
bus,[''],یزد
bus,"['تهرا', 'تهران']",تهران
flight,[''],کرمان
flight,"['h', 'hd', 'hdv', 'hdv,', 'hdv', 'hd', 'h', '', 'ا', 'ای', 'ایر', 'ایرو', 'ایروا', 'ایروان']",ایروان
flight,[''],اهواز
flight,[''],ماهشهر
train,"['', 'ا', 'اب']",آباده
bus,[''],مشهد
hotel,['اهواز'],اهواز
bus,['یزد'],یزد
train,[''],شهرضا
bus,"['ق', 'قم']",قم
hotel,['کرمان'],کرمان
hotel,['اهواز'],اهواز
flight,"['چ', 'چا']",چابهار
bus,"['م', 'مش', 'مشه', 'مشهد']",مشهد
train,"['', 'ش', 'شی', 'شیر']",شیراز
bus,"['', '']",خرم آباد
bus,['اهواز'],اهواز
hotel,['اهواز'],اهواز
bus,"['', '']",اصفهان
bus,"['', 'بند']",بندرعباس
bus,"['اهواز - همه پایانه\u200cها', '']",اهواز
bus,"['', 'ز', 'زا', 'زاه', 'زاهد', 'زاهدا']",زاهدان
bus,[''],کرمان
bus,[''],جیرفت
flight,"['ا', 'اب', 'ابا', 'اباد', 'ابادا', 'ابادان', 'ابادان ', 'ابادان']",آبادان
flight,"['', 'بند']",بندرعباس
bus,['تبریز'],تبریز
taxi,['گرگان'],گرگان
hotel,['گنبد کاووس'],گنبد کاووس
train,"['', 'ا', 'اه']",اهواز
train,[''],مشهد
flight,"['شهید دستغیب', '', '']",بندرعباس
hotel,['شیراز'],شیراز
bus,"['بم', '', 'م', '', 'کر', 'کرمان']",کرمان
bus,[''],یزد
bus,[''],نائین
hotel,['جیرفت'],جیرفت
flight,[''],اصفهان
bus,['تهران'],تهران
taxi,['تهران'],تهران
bus,"['', 'شیرا', 'شیراز']",شیراز
bus,"['تهر', '', 'فم', '', 'قم', 'ق', '', 'تهرا', 'تهران']",تهران
hotel,['تبریز'],تبریز
train,['ت'],تهران
flight,[''],مشهد
train,[''],زنجان
train,[''],تهران
flight,"['ک', 'کی', 'کیش']",کیش
flight,[''],شیراز
train,[''],تهران
bus,"['جهر', 'جهرم']",جهرم
flight,"['', 'بند', 'بندر']",بندرعباس
hotel,['سبزوار'],سبزوار
train,"['', 'دا']",دامغان
train,[''],مشهد
flight,[''],لارستان
flight,[''],تهران
flight,[''],تهران
flight,[''],دوسلدورف
hotel,['رشت'],رشت
hotel,['لار'],لار
hotel,['اصفهان'],اصفهان
flight,[''],اهواز
flight,[''],اصفهان
hotel,['زنجان'],زنجان
taxi,['تهران'],تهران
bus,['تهران'],تهران
bus,['تهران'],تهران
bus,"['', 'میب', 'میبد ', 'میبد', 'میب']",میبد
flight,"['', '', '']",لارستان
flight,"['', 'لارستان', '', '']",تهران
